,activity_id,activity_name,activity_type,average_cadence,average_hr,average_speed,distance,elevation_gain,kudos,max_hr,max_speed,start_date,suffer_score,time
197,2027065200,3k time trial - GCR Intervals ,Run,,,4.862,3000.0,0.0,6,,0.0,2018-12-20T19:00:00Z,,617
198,2020910026,"Herts XC League - Stevenage, race 3 (30:13 - 50th)",Run,,,4.413,8000.0,0.0,6,,0.0,2018-12-16T10:30:00Z,,1813
199,2018009843,Ellenbrook park run (17:50 - 3rd),Run,,,4.673,5000.0,0.0,14,,0.0,2018-12-15T09:00:00Z,,1070
200,2008814980,"Royal Parks 10k winter series - Regent’s Park, race 2 (38:29 - 16th)",Run,,,4.331,10000.0,0.0,13,,0.0,2018-12-09T09:00:56Z,,2309
201,2006263877,Ellenbrook park run (18:13 - 3rd),Run,,,4.575,5000.0,0.0,10,,0.0,2018-12-08T09:00:00Z,,1093
202,2001078643,Morning Run - Panshanger ,Run,,172.8,4.05,4847.7,29.3,13,202.0,5.5,2018-12-05T07:58:03Z,49.0,1222
203,1996389369,"Herts XC League - Trent Park, Race 2 (31:05 - 44th)",Run,,,4.29,8000.0,0.0,12,,0.0,2018-12-02T10:30:00Z,,1865
204,1994128219,Ellenbrook park run (18:10 - 4th),Run,,,4.587,5000.0,0.0,9,,0.0,2018-12-01T09:00:00Z,,1090
205,1985636421,Morning Run - Panshanger,Run,,172.7,3.858,9734.3,75.3,9,208.0,6.6,2018-11-26T09:33:38Z,126.0,2555
206,1984320686,Hatfield 5 - (29:25 - 27th),Run,,,4.533,8000.0,0.0,14,,0.0,2018-11-25T10:00:00Z,,1765
207,1980625275,Afternoon Run,Run,,166.3,3.938,9867.9,24.7,9,190.0,5.4,2018-11-23T15:19:04Z,99.0,2506
208,1971573913,Herts Half Marathon - (1:25:13 - 23rd),Run,,,4.127,21100.0,0.0,11,,0.0,2018-11-18T09:30:00Z,,5113
209,1969249469,Morning Run,Run,,155.4,4.397,4916.4,12.4,9,160.0,6.0,2018-11-17T10:09:03Z,32.0,1118
210,1958284547,Morning Run with Pete,Run,,,3.579,20039.4,231.8,6,,10.5,2018-11-11T09:46:32Z,,5688
211,1956322981,Ellenbrook Parkrun (17:48 - 5th),Run,,,4.682,5000.0,0.0,12,,0.0,2018-11-10T09:00:00Z,,1068
212,1947565210,Afternoon Run - Panshanger ,Run,,,3.909,15685.2,103.3,10,,5.5,2018-11-05T14:23:50Z,,4013
213,1945373292,"Royal parks 10k winter series - Greenwich park, race 1 (40:52 - 6th)",Run,,,4.078,10000.0,0.0,13,,0.0,2018-11-04T09:30:27Z,,2452
214,1942935742,Ellenbrook Park Run (17:52 - 4th),Run,,,4.664,5000.0,0.0,13,,0.0,2018-11-03T09:00:00Z,,1072
215,1932824805,"Herts XC League - Cheshunt, Race 1 (30:02 - 48th)",Run,,,4.465,8046.7,0.0,10,,0.0,2018-10-28T11:00:00Z,,1802
216,1929767235,Ellenbrook Park Run - (17:55 - 3rd),Run,,,4.651,5000.0,0.0,10,,0.0,2018-10-27T08:00:10Z,,1075
217,1920356845,Morning run - Panshanger ,Run,,,4.034,10009.4,70.6,7,,5.5,2018-10-22T09:15:22Z,,2481
218,1915631994,Morning Run - Welwyn ,Run,,,4.134,9951.3,121.3,12,,6.2,2018-10-20T08:10:50Z,,2413
219,1910670406,Afternoon run - Panshanger,Run,,,4.436,5017.2,53.3,9,,6.0,2018-10-17T16:15:01Z,,1139
220,1904482788,Herts 10k - (38:37 - 12th),Run,,,4.316,10000.0,0.0,9,,0.0,2018-10-14T09:00:00Z,,2317
221,1901741659,Ellenbrook Park Run (18:12 - 1st),Run,,,4.579,5000.0,0.0,8,,0.0,2018-10-13T08:00:00Z,,1092
222,1896871823,Evening run - Welwyn ,Run,,,3.987,7706.0,87.2,7,,5.6,2018-10-10T19:11:33Z,,1933
223,1891574278,Morning run - Welwyn ,Run,,,3.968,9951.6,130.9,8,,8.2,2018-10-08T08:26:18Z,,2514
224,1887241249,Ellenbrook Park Run (17:58 - 3rd),Run,,,4.638,5000.0,0.0,9,,0.0,2018-10-06T08:00:00Z,,1078
225,1882361101,Hatfield 5k Series - Race 3 (17:54 - 28th),Run,,,4.655,5000.0,0.0,10,,0.0,2018-10-03T18:45:00Z,,1074
226,1877798851,Afternoon Run - Panshanger ,Run,,,3.971,10007.1,126.5,10,,5.8,2018-10-01T16:04:00Z,,2520
227,1876028417,Evening Run,Run,,,3.833,16048.5,205.2,10,,7.6,2018-09-30T15:43:01Z,,4191
228,1872555370,Panshanger Park Run (18:05 - 1st),Run,,,4.608,5000.0,0.0,12,,0.0,2018-09-29T08:00:00Z,,1085
229,1867104614,Afternoon run - Panshanger ,Run,,,4.393,4933.7,52.7,6,,6.2,2018-09-26T15:46:25Z,,1123
230,1862331364,Morning run - Welwyn ,Run,,,3.814,10000.0,0.0,6,,0.0,2018-09-24T08:20:47Z,,2622
231,1857902033,Panshanger Park Run (18:19 - 2nd),Run,,,4.55,5000.0,0.0,7,,0.0,2018-09-22T08:00:00Z,,1099
232,1854532368,Afternoon run - Panshanger,Run,,,3.967,10120.9,126.2,7,,5.6,2018-09-20T15:38:34Z,,2803
233,1853006370,Hatfield 5k Series - Race 2 (18:16 - 35th),Run,,,4.562,5000.0,0.0,9,,0.0,2018-09-19T18:45:00Z,,1096
234,1847294196,Morning Run - Welwyn,Run,,,3.922,10000.0,0.0,5,,0.0,2018-09-17T08:24:27Z,,2550
235,1842987085,Panshanger Park Run (18:12 - 3rd),Run,,,4.579,5000.0,0.0,6,,0.0,2018-09-15T08:00:00Z,,1092
236,1832956022,Evening Run,Run,,,4.301,4859.7,73.4,6,,6.0,2018-09-10T19:30:45Z,,1137
237,1830984968,Evening Run,Run,,167.9,4.038,8093.0,97.0,6,190.0,6.1,2018-09-09T18:49:18Z,85.0,1998
238,1826965116,Panshanger Park Run (18:21 - 2nd),Run,,,4.541,5000.0,0.0,6,,0.0,2018-09-08T08:00:56Z,,1101
239,1821995859,Hatfield 5k series - Race 1 (17:55 - 32nd),Run,,,4.651,5000.0,0.0,10,,0.0,2018-09-05T18:45:13Z,,1075
240,1817344422,Evening Run,Run,,169.9,4.339,4903.3,58.0,5,178.0,7.0,2018-09-03T19:14:06Z,55.0,1127
241,1807281354,Panshanger Park Run (18:12 - 2nd),Run,,,4.579,5000.0,0.0,1,,0.0,2018-08-25T08:00:00Z,,1092
242,1807288545,"Hyde Park, Royal Parks Summer Series (38:26 - 10th)",Run,,,4.337,10000.0,0.0,1,,0.0,2018-08-19T08:00:54Z,,2306
